loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value
3410,5, Graduate, Yes,6700000,25400000,14,820,10300000.0,8100000.0,18500000,3900000.0
3486,3, Not Graduate, No,2200000,8300000,18,314,1100000.0,900000.0,5800000,2000000.0
451,4, Not Graduate, No,9000000,29000000,16,590,4600000.0,15600000.0,29200000,12300000.0
3176,4, Graduate, No,8500000,17800000,4,698,6700000.0,4300000.0,28600000,8000000.0
2899,4, Not Graduate, No,6000000,14900000,2,321,6900000.0,7700000.0,18000000,6500000.0
1822,4, Graduate, Yes,1500000,3300000,16,382,200000.0,2400000.0,3200000,1100000.0
3065,5, Graduate, No,4400000,15800000,4,701,4100000.0,6300000.0,17100000,4100000.0
3357,4, Graduate, No,5100000,15500000,8,392,6700000.0,8100000.0,13600000,6700000.0
2261,4, Not Graduate, No,8600000,22600000,14,729,300000.0,16200000.0,20500000,11900000.0
3909,1, Not Graduate, No,6000000,20000000,12,637,10800000.0,4300000.0,20000000,8600000.0
1900,1, Graduate, No,500000,1300000,6,670,1000000.0,500000.0,1400000,700000.0
3696,2, Not Graduate, No,2500000,8600000,8,835,2500000.0,4000000.0,7700000,1300000.0
111,0, Not Graduate, No,300000,1100000,8,778,800000.0,200000.0,900000,100000.0
3941,4, Graduate, No,9300000,26100000,16,623,11700000.0,10500000.0,21100000,10700000.0
3761,1, Not Graduate, No,1600000,5600000,6,846,600000.0,2800000.0,4600000,1200000.0
2792,4, Not Graduate, Yes,800000,2800000,16,645,900000.0,1400000.0,2300000,600000.0
3350,2, Not Graduate, No,4700000,14600000,20,597,8200000.0,6000000.0,14100000,6800000.0
622,2, Graduate, No,4900000,17600000,6,860,13600000.0,7500000.0,12700000,5600000.0
499,3, Graduate, No,6700000,15500000,18,492,2100000.0,2000000.0,26300000,9400000.0
4204,4, Graduate, Yes,6400000,21900000,6,437,7000000.0,10000000.0,24600000,4100000.0
2857,3, Not Graduate, Yes,8300000,31400000,6,674,1000000.0,1600000.0,17200000,6100000.0
1024,4, Not Graduate, Yes,1100000,2900000,4,554,2800000.0,1000000.0,4100000,1600000.0
1546,2, Not Graduate, Yes,8200000,27800000,16,827,11500000.0,8700000.0,26000000,10700000.0
28,4, Not Graduate, Yes,2400000,5600000,4,662,4500000.0,4200000.0,5400000,2500000.0
4213,0, Not Graduate, No,200000,600000,12,683,400000.0,200000.0,400000,0.0
3135,3, Not Graduate, No,1800000,5700000,2,422,4800000.0,0.0,3700000,2300000.0
1859,2, Graduate, Yes,300000,800000,10,752,600000.0,300000.0,1000000,400000.0
763,5, Not Graduate, Yes,5600000,14500000,10,457,6900000.0,7800000.0,20600000,4600000.0
3426,3, Graduate, Yes,7000000,26300000,12,481,14300000.0,12800000.0,15100000,9900000.0
2984,0, Graduate, Yes,2600000,9000000,20,615,6800000.0,0.0,8400000,3400000.0
1627,4, Not Graduate, No,2900000,8700000,6,409,3700000.0,5500000.0,8200000,2200000.0
2175,5, Graduate, Yes,6400000,23900000,6,406,14700000.0,12400000.0,25400000,4300000.0
1787,3, Not Graduate, No,6200000,13200000,14,707,17200000.0,8900000.0,23100000,4200000.0
4051,0, Not Graduate, No,9200000,24700000,14,438,4800000.0,16000000.0,20600000,10700000.0
909,4, Not Graduate, No,3500000,10200000,12,333,7600000.0,6400000.0,8100000,3400000.0
2291,2, Not Graduate, Yes,5100000,19700000,2,733,0.0,4500000.0,12900000,6200000.0
4136,4, Not Graduate, No,6600000,25400000,12,622,9200000.0,3500000.0,19900000,7500000.0
2330,4, Graduate, Yes,9000000,30400000,20,532,21000000.0,7400000.0,30500000,13100000.0
2226,5, Not Graduate, Yes,7000000,26900000,4,889,1400000.0,4200000.0,22400000,7400000.0
1273,5, Not Graduate, No,9900000,35800000,20,470,9500000.0,17150000.0,39100000,14400000.0
2744,4, Not Graduate, Yes,2900000,8900000,18,827,400000.0,3400000.0,11200000,1600000.0
3447,3, Not Graduate, Yes,1800000,5700000,14,670,5300000.0,3100000.0,3500000,2700000.0
2810,0, Graduate, Yes,9600000,20100000,16,427,7200000.0,2300000.0,34500000,7400000.0
1234,1, Not Graduate, Yes,4600000,10900000,12,463,1200000.0,1200000.0,10900000,6600000.0
3175,5, Not Graduate, No,7600000,17500000,6,510,9100000.0,3500000.0,15700000,9800000.0
1843,0, Not Graduate, No,2100000,5900000,14,402,4400000.0,0.0,4800000,1000000.0
3542,3, Not Graduate, No,8800000,24900000,16,668,16700000.0,17150000.0,30000000,10500000.0
1464,2, Not Graduate, Yes,400000,1400000,2,480,200000.0,700000.0,1600000,200000.0
2963,1, Graduate, No,900000,2600000,4,346,400000.0,700000.0,2900000,900000.0
2139,3, Not Graduate, Yes,6600000,25200000,20,598,13100000.0,3600000.0,20700000,8600000.0
1147,2, Graduate, Yes,8000000,31200000,8,553,6800000.0,3500000.0,21000000,10300000.0
2377,1, Not Graduate, Yes,3500000,13500000,12,824,8400000.0,3900000.0,11600000,4100000.0
2956,0, Graduate, Yes,1200000,3200000,18,473,2100000.0,600000.0,2400000,1200000.0
173,3, Not Graduate, Yes,3600000,9500000,16,748,7700000.0,2400000.0,9700000,2600000.0
4161,1, Graduate, No,1600000,3300000,2,513,400000.0,1300000.0,4600000,2200000.0
1011,0, Graduate, No,5600000,13400000,2,460,3400000.0,4100000.0,14800000,4100000.0
3383,3, Graduate, No,3400000,10900000,14,757,5400000.0,1600000.0,7700000,3000000.0
3034,1, Graduate, No,6300000,19000000,20,673,14600000.0,8100000.0,16000000,4200000.0
819,2, Not Graduate, No,6500000,14100000,2,709,1000000.0,12700000.0,20900000,4000000.0
4117,5, Graduate, Yes,3900000,12700000,8,886,3500000.0,5800000.0,14900000,5400000.0
2237,0, Graduate, No,4300000,16900000,8,884,6500000.0,5400000.0,12000000,3700000.0
1161,4, Not Graduate, Yes,7000000,23500000,18,336,15000000.0,9500000.0,19700000,7800000.0
3964,1, Not Graduate, Yes,6000000,20300000,14,845,5000000.0,7800000.0,23700000,8700000.0
3571,4, Not Graduate, Yes,3000000,10900000,2,786,7600000.0,3300000.0,8000000,3200000.0
1509,0, Not Graduate, Yes,2300000,6000000,16,756,2900000.0,2100000.0,7500000,1200000.0
4182,2, Not Graduate, No,1200000,4100000,8,497,2700000.0,700000.0,3700000,1300000.0
500,1, Not Graduate, Yes,8400000,24700000,18,698,23000000.0,13200000.0,32700000,12200000.0
913,4, Graduate, No,2500000,5400000,10,592,3400000.0,1500000.0,9900000,2900000.0
646,4, Not Graduate, No,4900000,11400000,8,470,12000000.0,7500000.0,14700000,4800000.0
56,5, Not Graduate, No,6700000,24500000,12,818,1200000.0,5600000.0,16300000,6200000.0
1820,3, Graduate, Yes,7600000,30000000,10,344,19000000.0,13700000.0,27600000,11100000.0
1339,0, Graduate, No,1400000,3200000,14,384,3100000.0,800000.0,3400000,2000000.0
3409,0, Not Graduate, No,1900000,3800000,16,542,800000.0,500000.0,4000000,2100000.0
856,4, Graduate, No,7000000,18900000,6,475,1300000.0,6100000.0,14700000,5200000.0
3077,2, Graduate, Yes,1600000,3800000,12,532,3200000.0,1400000.0,5400000,1100000.0
2361,5, Not Graduate, No,2200000,8100000,4,409,300000.0,0.0,4900000,2400000.0
2881,0, Graduate, Yes,5400000,12900000,16,355,11200000.0,3100000.0,18200000,7400000.0
1592,1, Graduate, No,9500000,23000000,10,627,25200000.0,11500000.0,21700000,9100000.0
809,3, Not Graduate, No,5800000,12800000,20,335,4400000.0,3000000.0,15300000,8000000.0
1222,3, Graduate, Yes,5100000,20400000,6,754,1700000.0,2600000.0,11800000,7600000.0
2529,0, Graduate, No,2500000,7800000,8,437,5800000.0,0.0,5800000,3300000.0
2482,3, Not Graduate, Yes,2100000,7400000,4,320,3300000.0,2700000.0,6300000,2200000.0
118,0, Not Graduate, No,600000,1600000,6,647,1500000.0,600000.0,1500000,700000.0
2626,2, Graduate, No,7900000,17700000,4,402,20900000.0,11800000.0,25600000,8400000.0
356,5, Not Graduate, No,7600000,24100000,18,721,21900000.0,11500000.0,22900000,7200000.0
2318,2, Graduate, Yes,2300000,5400000,8,364,4500000.0,500000.0,7000000,2000000.0
2917,3, Not Graduate, Yes,500000,1700000,4,824,500000.0,600000.0,1400000,400000.0
2413,4, Not Graduate, No,9700000,26200000,4,518,25200000.0,0.0,22500000,14000000.0
995,2, Graduate, No,3200000,12600000,18,796,6200000.0,3500000.0,9600000,2000000.0
2568,4, Not Graduate, Yes,5500000,20000000,8,666,3800000.0,4700000.0,18000000,7900000.0
348,1, Not Graduate, No,7100000,23500000,12,768,6400000.0,12100000.0,22400000,7300000.0
4157,4, Not Graduate, Yes,8900000,27100000,18,363,7800000.0,9600000.0,25400000,12700000.0
2484,5, Not Graduate, No,4700000,17400000,2,523,10600000.0,7000000.0,10900000,5200000.0
172,0, Not Graduate, No,1900000,4100000,18,801,400000.0,800000.0,4800000,1200000.0
661,3, Not Graduate, No,1600000,5600000,6,710,3100000.0,800000.0,6000000,1600000.0
1678,1, Graduate, Yes,6400000,13900000,12,313,18600000.0,6300000.0,18600000,4900000.0
3753,3, Graduate, Yes,6400000,15800000,18,628,6900000.0,2700000.0,24800000,5300000.0
714,1, Graduate, Yes,4400000,14700000,8,894,11400000.0,6300000.0,9400000,2400000.0
849,1, Graduate, No,2600000,6600000,6,506,2300000.0,1900000.0,9600000,2100000.0
2256,1, Not Graduate, No,8900000,24000000,6,380,16500000.0,7400000.0,27700000,7500000.0
3684,4, Not Graduate, No,6700000,25300000,12,555,16900000.0,3600000.0,23500000,4900000.0
1394,0, Not Graduate, No,8700000,33600000,14,751,7100000.0,13700000.0,22800000,7000000.0
658,5, Graduate, Yes,7100000,20800000,6,442,2900000.0,7100000.0,28200000,7100000.0
2002,4, Not Graduate, No,3900000,8800000,14,527,4600000.0,4900000.0,14900000,3100000.0
2855,3, Not Graduate, Yes,700000,2500000,8,321,1900000.0,1200000.0,1700000,400000.0
14,2, Graduate, Yes,9100000,31500000,14,679,10800000.0,16600000.0,20900000,5000000.0
3569,1, Not Graduate, Yes,2900000,9900000,18,783,1300000.0,100000.0,11000000,2600000.0
1568,2, Not Graduate, Yes,5600000,20000000,10,367,13700000.0,5000000.0,19100000,6000000.0
117,4, Not Graduate, Yes,5800000,23200000,18,456,16100000.0,4200000.0,22600000,7500000.0
3365,1, Graduate, Yes,5200000,16300000,6,524,11000000.0,3400000.0,20700000,4600000.0
1750,0, Not Graduate, Yes,9200000,34900000,4,702,16900000.0,16000000.0,24100000,9800000.0
1513,0, Not Graduate, No,9600000,38200000,8,421,1600000.0,14100000.0,33600000,13800000.0
2108,4, Not Graduate, Yes,6400000,18400000,16,320,17700000.0,3600000.0,13900000,8300000.0
1715,4, Not Graduate, No,600000,1200000,14,338,500000.0,500000.0,2300000,500000.0
2283,0, Graduate, Yes,7500000,16600000,14,440,17200000.0,14500000.0,24100000,10300000.0
1911,1, Graduate, No,1800000,5900000,16,804,800000.0,2500000.0,5000000,1000000.0
3615,5, Graduate, No,2500000,6400000,16,590,3200000.0,3900000.0,5800000,3500000.0
3446,3, Graduate, No,6600000,14600000,10,841,15300000.0,12100000.0,14800000,6000000.0
2240,1, Not Graduate, Yes,5300000,18900000,16,361,300000.0,5000000.0,11900000,5500000.0
177,4, Not Graduate, No,9200000,27200000,12,873,4500000.0,1800000.0,33800000,11400000.0
2981,3, Graduate, No,2100000,8200000,6,754,900000.0,2900000.0,4900000,1000000.0
2785,5, Graduate, Yes,5500000,18800000,12,603,3300000.0,700000.0,21000000,5000000.0
11,4, Graduate, Yes,2900000,11200000,2,547,8100000.0,4700000.0,9500000,3100000.0
3592,3, Not Graduate, Yes,700000,2000000,18,544,800000.0,1300000.0,1500000,400000.0
3751,2, Graduate, No,2000000,6200000,16,696,4100000.0,600000.0,5400000,1300000.0
905,2, Graduate, No,4100000,14900000,12,571,-100000.0,5200000.0,13000000,3400000.0
2787,5, Graduate, No,4000000,9400000,4,723,200000.0,0.0,12100000,2000000.0
3544,3, Not Graduate, No,3500000,13700000,4,439,5200000.0,2800000.0,13000000,4400000.0
1502,1, Graduate, Yes,8600000,19600000,16,498,14800000.0,3000000.0,21000000,5300000.0
2003,3, Graduate, No,5500000,19800000,14,853,7300000.0,3000000.0,15500000,3100000.0
1975,3, Graduate, No,4600000,10000000,4,702,6800000.0,1500000.0,16100000,4500000.0
2492,3, Graduate, No,3900000,10700000,6,790,10600000.0,1900000.0,12500000,2700000.0
4084,3, Graduate, Yes,7700000,22300000,20,895,22200000.0,13300000.0,23900000,9100000.0
322,4, Not Graduate, Yes,6400000,23500000,2,485,7300000.0,2700000.0,23600000,3900000.0
2243,1, Graduate, Yes,6600000,20700000,4,594,4800000.0,200000.0,26400000,8900000.0
1696,0, Graduate, Yes,7900000,23500000,20,750,16800000.0,15300000.0,21200000,4000000.0
2829,4, Graduate, Yes,9200000,18600000,2,889,25200000.0,4200000.0,33300000,9700000.0
1259,1, Not Graduate, Yes,4400000,16600000,18,385,800000.0,5300000.0,13400000,5100000.0
2846,2, Not Graduate, Yes,7800000,27200000,18,622,6000000.0,6000000.0,26400000,4300000.0
2999,5, Not Graduate, No,8300000,17700000,12,334,19600000.0,13200000.0,22500000,9800000.0
667,2, Graduate, Yes,1100000,3400000,10,426,300000.0,800000.0,3900000,1400000.0
2202,4, Not Graduate, Yes,9300000,24600000,16,419,18100000.0,0.0,26700000,5100000.0
3526,5, Not Graduate, No,2600000,8200000,4,849,7400000.0,2000000.0,8900000,2700000.0
727,1, Not Graduate, No,4100000,12200000,6,354,7300000.0,5600000.0,16300000,3500000.0
2053,2, Graduate, No,9400000,23100000,4,488,20100000.0,3500000.0,28600000,10900000.0
3559,4, Graduate, Yes,1400000,4800000,6,411,1400000.0,300000.0,4400000,1600000.0
3636,3, Not Graduate, Yes,5400000,16300000,4,512,1600000.0,3400000.0,13100000,6000000.0
369,0, Not Graduate, Yes,1000000,4000000,10,620,2400000.0,1300000.0,3700000,1100000.0
3928,1, Not Graduate, Yes,700000,1800000,16,641,2100000.0,400000.0,1600000,900000.0
756,4, Graduate, No,600000,1600000,20,869,1400000.0,1000000.0,1700000,200000.0
337,3, Graduate, No,7900000,18300000,10,731,4200000.0,3400000.0,22200000,8400000.0
2947,5, Graduate, Yes,3800000,12000000,2,649,6200000.0,5300000.0,10300000,4200000.0
2441,4, Graduate, No,7600000,29800000,20,361,13800000.0,5800000.0,15300000,5900000.0
2008,5, Graduate, No,7900000,28600000,12,812,12100000.0,14400000.0,30000000,11700000.0
3813,1, Not Graduate, Yes,3700000,10900000,14,748,3700000.0,2800000.0,13200000,4100000.0
2543,1, Graduate, Yes,4000000,12100000,12,356,10500000.0,2500000.0,15600000,5000000.0
3072,3, Graduate, No,9400000,20300000,10,649,19600000.0,6700000.0,36100000,10000000.0
3856,2, Graduate, Yes,8500000,25600000,16,714,11400000.0,14800000.0,17200000,5700000.0
3081,1, Not Graduate, Yes,6000000,13100000,2,368,9900000.0,2200000.0,13700000,4900000.0
4196,1, Graduate, No,7100000,26000000,16,727,4300000.0,9500000.0,18900000,8900000.0
274,1, Graduate, Yes,5900000,16700000,16,308,5800000.0,8800000.0,19100000,5300000.0
3200,0, Graduate, No,3100000,11100000,8,504,3500000.0,4600000.0,11400000,1800000.0
2307,1, Not Graduate, No,8600000,25900000,2,606,3700000.0,14900000.0,32700000,12200000.0
1759,4, Graduate, No,7900000,30600000,2,569,7600000.0,3400000.0,20100000,7400000.0
2394,5, Not Graduate, Yes,9200000,28100000,10,448,22300000.0,3300000.0,33200000,10700000.0
3398,0, Graduate, Yes,9200000,29400000,2,868,9200000.0,13800000.0,32000000,5300000.0
3564,5, Graduate, No,6800000,19300000,6,865,12100000.0,100000.0,22900000,9000000.0
1655,5, Not Graduate, Yes,7700000,25800000,18,578,5000000.0,7700000.0,27200000,10600000.0
2031,1, Graduate, No,1900000,6000000,20,540,1100000.0,1400000.0,4300000,1300000.0
2972,2, Not Graduate, No,6300000,18600000,14,872,9900000.0,11900000.0,16100000,7500000.0
3541,1, Graduate, No,7900000,15800000,8,551,800000.0,3500000.0,18700000,8300000.0
1266,1, Graduate, No,8100000,28400000,6,744,20300000.0,10500000.0,21800000,7700000.0
2373,2, Graduate, No,8100000,20800000,18,778,4100000.0,15500000.0,16700000,10600000.0
4167,1, Graduate, No,500000,1300000,14,619,1500000.0,100000.0,2000000,500000.0
1784,1, Graduate, Yes,8000000,24600000,12,649,10800000.0,1600000.0,21800000,9200000.0
233,0, Not Graduate, Yes,2700000,6800000,20,796,700000.0,4200000.0,7000000,1900000.0
1615,3, Graduate, No,4300000,16300000,10,366,6900000.0,6700000.0,12300000,5500000.0
279,4, Not Graduate, No,2000000,4700000,18,733,3700000.0,3700000.0,7000000,2800000.0
3301,0, Not Graduate, No,1900000,6700000,12,595,3000000.0,3200000.0,4900000,1700000.0
999,0, Graduate, Yes,8900000,20900000,18,568,18800000.0,700000.0,32700000,5300000.0
953,4, Not Graduate, No,8600000,25100000,6,820,14400000.0,5000000.0,26000000,8300000.0
1185,2, Not Graduate, No,8800000,19000000,14,637,13700000.0,13900000.0,27100000,6100000.0
1476,5, Not Graduate, No,9700000,28400000,4,494,5300000.0,12000000.0,24400000,10000000.0
1764,0, Graduate, No,2000000,6200000,14,613,100000.0,1800000.0,5400000,1300000.0
2528,5, Not Graduate, Yes,1700000,5200000,16,820,1700000.0,1200000.0,4000000,1000000.0
3475,3, Not Graduate, Yes,5400000,16800000,16,550,10700000.0,6400000.0,13400000,7000000.0
3899,2, Not Graduate, Yes,8000000,28100000,18,765,24000000.0,10500000.0,17700000,8200000.0
890,2, Not Graduate, Yes,4800000,16500000,10,350,2000000.0,6500000.0,11400000,2900000.0
1428,0, Not Graduate, No,6200000,17300000,8,583,3700000.0,3900000.0,13600000,3300000.0
4108,1, Graduate, No,8200000,17500000,4,609,4500000.0,5600000.0,24100000,7700000.0
1745,4, Not Graduate, Yes,9300000,36700000,20,808,16500000.0,14700000.0,26500000,7100000.0
976,0, Graduate, No,8000000,23700000,10,305,22200000.0,11600000.0,17200000,12000000.0
38,5, Graduate, Yes,8000000,27200000,6,348,6400000.0,300000.0,16700000,7100000.0
2674,1, Not Graduate, No,6300000,23900000,4,742,1500000.0,7100000.0,21800000,4300000.0
3393,2, Not Graduate, No,400000,1500000,4,743,700000.0,500000.0,1200000,300000.0
71,4, Not Graduate, Yes,500000,1500000,20,340,100000.0,200000.0,1900000,600000.0
3126,0, Graduate, Yes,3300000,9700000,14,356,9800000.0,4800000.0,9400000,1900000.0
2341,1, Graduate, No,6000000,21200000,12,549,17900000.0,8200000.0,16900000,6200000.0
2672,0, Not Graduate, Yes,3800000,14900000,6,899,7800000.0,600000.0,12400000,2800000.0
4263,5, Graduate, No,1300000,3000000,20,540,1000000.0,2300000.0,3200000,1900000.0
2467,3, Graduate, Yes,4100000,14600000,16,760,4700000.0,6600000.0,14900000,3000000.0
163,3, Not Graduate, No,9700000,20600000,16,524,24200000.0,11100000.0,27400000,6100000.0
1973,1, Graduate, Yes,8300000,17700000,10,673,23700000.0,5300000.0,28700000,4200000.0
2893,1, Graduate, Yes,6800000,22900000,6,576,500000.0,11100000.0,13800000,5600000.0
1481,5, Graduate, Yes,700000,1800000,14,571,200000.0,400000.0,1900000,400000.0
852,1, Not Graduate, No,4900000,18500000,4,612,6100000.0,5900000.0,16400000,2900000.0
1903,2, Not Graduate, No,2900000,7300000,2,776,8300000.0,3000000.0,8500000,3400000.0
1420,2, Graduate, No,9100000,21700000,12,549,25200000.0,11000000.0,34700000,12200000.0
1760,1, Not Graduate, Yes,3100000,6300000,20,867,1900000.0,6100000.0,6600000,4000000.0
2111,2, Graduate, Yes,1100000,3700000,2,806,2700000.0,800000.0,2900000,500000.0
32,2, Graduate, No,5700000,12000000,6,363,3600000.0,7400000.0,21700000,4300000.0
3557,5, Graduate, No,5200000,20700000,2,538,3200000.0,2000000.0,14600000,3600000.0
3324,5, Graduate, Yes,4400000,11800000,20,634,5900000.0,7300000.0,15200000,4300000.0
4115,4, Graduate, No,400000,1000000,20,692,500000.0,400000.0,1600000,200000.0
3849,2, Graduate, No,7600000,24800000,12,564,14000000.0,6200000.0,24700000,6700000.0
61,2, Not Graduate, No,8500000,18900000,18,478,23800000.0,16300000.0,25900000,11400000.0
1793,0, Not Graduate, Yes,800000,2400000,16,825,700000.0,0.0,3100000,1100000.0
2948,1, Not Graduate, Yes,3400000,9700000,20,830,3500000.0,6400000.0,10300000,4800000.0
1376,1, Graduate, Yes,1400000,4200000,4,881,2800000.0,1200000.0,5100000,1300000.0
3897,0, Graduate, Yes,4000000,14500000,2,713,6200000.0,4900000.0,12200000,4700000.0
3423,1, Not Graduate, No,8100000,21900000,6,884,15100000.0,5400000.0,27500000,6600000.0
1577,0, Graduate, Yes,5900000,15100000,10,794,6000000.0,4300000.0,14900000,5400000.0
394,1, Graduate, No,1400000,5200000,12,730,2900000.0,0.0,3700000,700000.0
519,4, Graduate, Yes,2900000,10500000,8,607,4400000.0,5500000.0,7600000,3800000.0
3174,2, Graduate, Yes,4600000,12600000,2,355,6300000.0,6900000.0,14800000,6500000.0
1656,2, Not Graduate, No,6900000,23900000,12,814,13000000.0,1900000.0,26600000,6000000.0
3580,2, Not Graduate, No,8900000,23100000,4,519,22800000.0,500000.0,25200000,4700000.0
239,3, Not Graduate, Yes,4700000,17500000,8,585,1200000.0,3100000.0,9600000,4900000.0
1212,0, Not Graduate, Yes,9600000,22900000,8,515,4300000.0,14700000.0,33300000,7800000.0
766,0, Not Graduate, No,7900000,31500000,14,849,19400000.0,10300000.0,26600000,10600000.0
2389,5, Not Graduate, Yes,8400000,18600000,20,703,2500000.0,7100000.0,28800000,9500000.0
1283,2, Graduate, No,9800000,25400000,2,655,19900000.0,4600000.0,21300000,7900000.0
502,2, Graduate, No,4700000,12500000,14,375,1300000.0,6300000.0,10100000,5400000.0
3653,4, Not Graduate, Yes,8400000,19700000,14,889,22400000.0,5800000.0,22000000,12100000.0
3352,4, Not Graduate, Yes,1200000,2800000,6,366,3300000.0,300000.0,4200000,1400000.0
3391,4, Graduate, No,5800000,13500000,14,816,13800000.0,9300000.0,20400000,7900000.0
2281,0, Not Graduate, Yes,1700000,5400000,8,682,2400000.0,1000000.0,3900000,2100000.0
126,3, Graduate, No,200000,600000,16,821,400000.0,100000.0,500000,100000.0
2133,0, Graduate, Yes,5900000,15200000,16,399,15200000.0,3200000.0,12200000,6500000.0
